CURRENT_ICD10_LIST,SNOMED_CONCEPT_NAME,SNOMED_CONCEPT_ID,CURATE_METHOD
E11.44,Z79.4,Diabetes mellitus type 2 (disorder),44054006,Database
E11.22,E11.65,N18.6,Z99.2,Z79.4,Diabetes mellitus type 2 (disorder),44054006,Database
E11.29,R80.9,Z79.4,Diabetes mellitus type 2 (disorder),44054006,Database
E11.44,E11.65,Z79.4,Diabetes mellitus type 2 (disorder),44054006,Database
E11.22,N18.5,Z79.4,Diabetes mellitus type 2 (disorder),44054006,Database
E11.40,Z79.4,Diabetes mellitus type 2 (disorder),44054006,Database
E11.22,E11.65,N18.5,Z79.4,Diabetes mellitus type 2 (disorder),44054006,Database
E11.42,Z79.4,E11.65,Diabetes mellitus type 2 (disorder),44054006,Database
E11.22,N18.6,Z79.4,Z99.2,Diabetes mellitus type 2 (disorder),44054006,Database
E11.00,Z79.4,Diabetes mellitus type 2 (disorder),44054006,Database
E11.620,E11.65,Z79.4,Diabetes mellitus type 2 (disorder),44054006,Database
E11.52,Z79.4,Diabetes mellitus type 2 (disorder),44054006,Database
E11.628,Z79.4,E11.65,Diabetes mellitus type 2 (disorder),44054006,Database
E11.630,E11.65,Z79.4,Diabetes mellitus type 2 (disorder),44054006,Database
E11.41,Z79.4,E11.65,Diabetes mellitus type 2 (disorder),44054006,Database
E11.3499,E11.65,Z79.4,Diabetes mellitus type 2 (disorder),44054006,Database
E11.641,Z79.4,Diabetes mellitus type 2 (disorder),44054006,Database
E11.41,Z79.4,Diabetes mellitus type 2 (disorder),44054006,Database
E11.22,E11.65,N18.4,Z79.4,Diabetes mellitus type 2 (disorder),44054006,Database
E11.51,E11.65,Z79.4,Diabetes mellitus type 2 (disorder),44054006,Database
E11.8,E11.65,Z79.4,Diabetes mellitus type 2 (disorder),44054006,Database
E11.22,N18.1,E11.65,Z79.4,Diabetes mellitus type 2 (disorder),44054006,Database
E11.40,Z79.4,E11.65,Diabetes mellitus type 2 (disorder),44054006,Database
E11.42,Z79.4,Diabetes mellitus type 2 (disorder),44054006,Database
E11.51,Z79.4,Diabetes mellitus type 2 (disorder),44054006,Database
E11.22,N18.1,Z79.4,Diabetes mellitus type 2 (disorder),44054006,Database
E11.620,Z79.4,Diabetes mellitus type 2 (disorder),44054006,Database
E11.49,E11.65,Z79.4,Diabetes mellitus type 2 (disorder),44054006,Database
E11.22,E11.65,Z79.4,Diabetes mellitus type 2 (disorder),44054006,Database
E11.22,N18.6,Z99.2,Z79.4,Diabetes mellitus type 2 (disorder),44054006,Database
E11.59,E11.65,Z79.4,Diabetes mellitus type 2 (disorder),44054006,Database
E11.29,E11.65,R80.9,Z79.4,Diabetes mellitus type 2 (disorder),44054006,Database
E11.43,Z79.4,Diabetes mellitus type 2 (disorder),44054006,Database
E11.8,Z79.4,Diabetes mellitus type 2 (disorder),44054006,Database
E11.3399,E11.65,Z79.4,Diabetes mellitus type 2 (disorder),44054006,Database
E11.610,Z79.4,Diabetes mellitus type 2 (disorder),44054006,Database
E11.22,N18.30,Diabetes mellitus type 2 (disorder),44054006,Database
E11.22,E11.65,N18.30,Diabetes mellitus type 2 (disorder),44054006,Database
E11.22,I12.9,N18.32,Diabetes mellitus type 2 (disorder),44054006,Database
E11.22,I12.9,N18.31,Diabetes mellitus type 2 (disorder),44054006,Database
E11.22,I12.9,N18.30,Diabetes mellitus type 2 (disorder),44054006,Database
E11.22,E11.65,N18.30,Z79.4,Diabetes mellitus type 2 (disorder),44054006,Database
E11.22,N18.30,Z79.4,Diabetes mellitus type 2 (disorder),44054006,Database
E11.22,N18.31,Diabetes mellitus type 2 (disorder),44054006,Database
E11.22,N18.32,Diabetes mellitus type 2 (disorder),44054006,Database
E11.59,I15.2,Diabetes mellitus type 2 (disorder),44054006,Database
J32.9,B96.89,Sinusitis (disorder),36971009,Database
J11.1,Sinusitis (disorder),36971009,Database
J32.9,Sinusitis (disorder),36971009,Database
J30.9,Sinusitis (disorder),36971009,Database
J01.90,Sinusitis (disorder),36971009,Database
J31.0,J32.9,Sinusitis (disorder),36971009,Database
J01.90,B96.89,Acute bacterial sinusitis (disorder),75498004,Database
E78.3,Hypertriglyceridemia (disorder),302870006,Database
E78.1,Hypertriglyceridemia (disorder),302870006,Database
E78.6,E78.1,Hypertriglyceridemia (disorder),302870006,Database
E11.69,E78.1,Hypertriglyceridemia (disorder),302870006,Database
E78.2,Hypertriglyceridemia (disorder),302870006,Database
Z78.9,Hypertriglyceridemia (disorder),302870006,Database
S06.0X0A,Concussion with no loss of consciousness (disorder),62106007,Database
S06.0X0D,Concussion with no loss of consciousness (disorder),62106007,Database
S06.0X0S,Concussion with no loss of consciousness (disorder),62106007,Database
S06.0X0,Concussion with no loss of consciousness (disorder),62106007,Database
E88.81,Metabolic syndrome X (disorder),237602007,Database
E88.81,R73.9,Metabolic syndrome X (disorder),237602007,Database
R73.09,Metabolic syndrome X (disorder),237602007,Database
A41.89,B97.89,Sepsis caused by virus (disorder),770349000,Database
I25.811,Coronary arteriosclerosis (disorder),53741008,Database
O99.413,I25.10,Coronary arteriosclerosis (disorder),53741008,Database
I51.5,Coronary arteriosclerosis (disorder),53741008,Database
I25.10,Coronary arteriosclerosis (disorder),53741008,Database
O99.411,I25.10,Coronary arteriosclerosis (disorder),53741008,Database
I25.83,Coronary arteriosclerosis (disorder),53741008,Database
I50.32,I25.10,Coronary arteriosclerosis (disorder),53741008,Database
I50.33,I25.10,Coronary arteriosclerosis (disorder),53741008,Database
I50.30,I25.10,Coronary arteriosclerosis (disorder),53741008,Database
I25.111,Coronary arteriosclerosis (disorder),53741008,Database
I25.751,Coronary arteriosclerosis (disorder),53741008,Database
I25.110,Coronary arteriosclerosis (disorder),53741008,Database
I25.750,Coronary arteriosclerosis (disorder),53741008,Database
I25.759,Coronary arteriosclerosis (disorder),53741008,Database
I25.119,Coronary arteriosclerosis (disorder),53741008,Database
I50.31,I25.10,Coronary arteriosclerosis (disorder),53741008,Database
O99.412,I25.10,Coronary arteriosclerosis (disorder),53741008,Database
Q24.5,Coronary arteriosclerosis (disorder),53741008,Database
I25.810,Coronary arteriosclerosis (disorder),53741008,Database
I25.10,I25.2,Coronary arteriosclerosis (disorder),53741008,Database
Z03.89,Coronary arteriosclerosis (disorder),53741008,Database
I50.20,I25.10,Coronary arteriosclerosis (disorder),53741008,Database
O99.419,I25.10,Coronary arteriosclerosis (disorder),53741008,Database
I25.10,I25.83,Coronary arteriosclerosis (disorder),53741008,Database
I25.118,Coronary arteriosclerosis (disorder),53741008,Database
I25.758,Coronary arteriosclerosis (disorder),53741008,Database
I82.402,Acute deep venous thrombosis (disorder),132281000119108,Database
I82.401,Acute deep venous thrombosis (disorder),132281000119108,Database
I82.B19,Acute deep venous thrombosis (disorder),132281000119108,Database
I82.B11,Acute deep venous thrombosis (disorder),132281000119108,Database
I82.B12,Acute deep venous thrombosis (disorder),132281000119108,Database
I82.C11,Acute deep venous thrombosis (disorder),132281000119108,Database
I82.C12,Acute deep venous thrombosis (disorder),132281000119108,Database
I82.C19,Acute deep venous thrombosis (disorder),132281000119108,Database
I82.409,Acute deep venous thrombosis (disorder),132281000119108,Database
I82.90,Acute deep venous thrombosis (disorder),132281000119108,Database
I82.B13,Acute deep venous thrombosis (disorder),132281000119108,Database
I82.C13,Acute deep venous thrombosis (disorder),132281000119108,Database
I82.429,Acute deep venous thrombosis (disorder),132281000119108,Database
I82.403,Acute deep venous thrombosis (disorder),132281000119108,Database
S13.4XXA,Whiplash injury to neck (disorder),39848009,Database
S13.4XXD,Whiplash injury to neck (disorder),39848009,Database
S13.4XXS,Whiplash injury to neck (disorder),39848009,Database
I26.90,Acute pulmonary embolism (disorder),706870000,Database
I26.99,Acute pulmonary embolism (disorder),706870000,Database
I26.09,Acute pulmonary embolism (disorder),706870000,Database
I26.92,Acute pulmonary embolism (disorder),706870000,Database
I26.02,Acute pulmonary embolism (disorder),706870000,Database
I26.01,Acute pulmonary embolism (disorder),706870000,Database
S63.509A,Sprain of wrist (disorder),70704007,Database
S63.592A,Sprain of wrist (disorder),70704007,Database
S69.92XA,Sprain of wrist (disorder),70704007,Database
S63.509D,Sprain of wrist (disorder),70704007,Database
S63.502A,Sprain of wrist (disorder),70704007,Database
S63.502S,Sprain of wrist (disorder),70704007,Database
S69.90XS,Sprain of wrist (disorder),70704007,Database
S69.90XD,Sprain of wrist (disorder),70704007,Database
S69.91XS,Sprain of wrist (disorder),70704007,Database
S63.591A,Sprain of wrist (disorder),70704007,Database
S63.502D,Sprain of wrist (disorder),70704007,Database
S63.501S,Sprain of wrist (disorder),70704007,Database
S69.91XA,Sprain of wrist (disorder),70704007,Database
S63.509S,Sprain of wrist (disorder),70704007,Database
S63.501D,Sprain of wrist (disorder),70704007,Database
S63.501A,Sprain of wrist (disorder),70704007,Database
S69.91XD,Sprain of wrist (disorder),70704007,Database
S69.92XD,Sprain of wrist (disorder),70704007,Database
S63.591S,Sprain of wrist (disorder),70704007,Database
S63.592D,Sprain of wrist (disorder),70704007,Database
S63.591D,Sprain of wrist (disorder),70704007,Database
S63.599D,Sprain of wrist (disorder),70704007,Database
S63.592S,Sprain of wrist (disorder),70704007,Database
S63.599S,Sprain of wrist (disorder),70704007,Database
S63.599A,Sprain of wrist (disorder),70704007,Database
S69.92XS,Sprain of wrist (disorder),70704007,Database
S69.90XA,Sprain of wrist (disorder),70704007,Database
G43.719,Chronic intractable migraine without aura (disorder),124171000119105,Database
G43.709,Chronic intractable migraine without aura (disorder),124171000119105,Database
G43.71,Chronic intractable migraine without aura (disorder),124171000119105,Database
K36,Appendicitis (disorder),74400008,Database
K35.891,Appendicitis (disorder),74400008,Database
K35.33,Appendicitis (disorder),74400008,Database
K37,Appendicitis (disorder),74400008,Database
A42.1,Appendicitis (disorder),74400008,Database
Z90.49,History of appendectomy (situation),428251008,Database
Z09,History of appendectomy (situation),428251008,Database
K01.1,Impacted molars (disorder),196416002,Database
U07.1,I63.9,Cerebrovascular accident (disorder),230690007,Database
I63.9,R44.9,Cerebrovascular accident (disorder),230690007,Database
I63.9,Cerebrovascular accident (disorder),230690007,Database
I63.81,Cerebrovascular accident (disorder),230690007,Database
I63.9,R53.1,Cerebrovascular accident (disorder),230690007,Database
I63.9,R47.1,Cerebrovascular accident (disorder),230690007,Database
I63.9,F06.30,Cerebrovascular accident (disorder),230690007,Database
I63.9,R29.810,Cerebrovascular accident (disorder),230690007,Database
I63.9,R27.9,Cerebrovascular accident (disorder),230690007,Database
I63.9,F07.0,Cerebrovascular accident (disorder),230690007,Database
I63.9,F06.31,Cerebrovascular accident (disorder),230690007,Database
I63.9,R41.89,Cerebrovascular accident (disorder),230690007,Database
I69.319,Cerebrovascular accident (disorder),230690007,Database
I63.9,R26.9,Cerebrovascular accident (disorder),230690007,Database
I63.9,R47.01,Cerebrovascular accident (disorder),230690007,Database
I97.810,Cerebrovascular accident (disorder),230690007,Database
I69.30,Cerebrovascular accident (disorder),230690007,Database
I61.9,Cerebrovascular accident (disorder),230690007,Database
I63.549,Cerebrovascular accident (disorder),230690007,Database
I63.9,G81.90,Cerebrovascular accident (disorder),230690007,Database
I63.50,Cerebrovascular accident (disorder),230690007,Database
I69.322,Cerebrovascular accident (disorder),230690007,Database
I69.320,Cerebrovascular accident (disorder),230690007,Database
I69.321,Cerebrovascular accident (disorder),230690007,Database
I69.359,Cerebrovascular accident (disorder),230690007,Database
I69.392,Cerebrovascular accident (disorder),230690007,Database
I69.398,H53.469,Cerebrovascular accident (disorder),230690007,Database
I69.398,H53.9,Cerebrovascular accident (disorder),230690007,Database
I69.339,Cerebrovascular accident (disorder),230690007,Database
I69.349,Cerebrovascular accident (disorder),230690007,Database
I63.529,Cerebrovascular accident (disorder),230690007,Database
I69.391,Cerebrovascular accident (disorder),230690007,Database
Z86.73,Cerebrovascular accident (disorder),230690007,Database
I60.7,Cerebrovascular accident (disorder),230690007,Database
I63.9,D57.1,Cerebrovascular accident (disorder),230690007,Database
I63.511,Cerebrovascular accident (disorder),230690007,Database
I63.239,Cerebrovascular accident (disorder),230690007,Database
I63.522,Cerebrovascular accident (disorder),230690007,Database
I63.532,Cerebrovascular accident (disorder),230690007,Database
I63.512,Cerebrovascular accident (disorder),230690007,Database
I63.6,Cerebrovascular accident (disorder),230690007,Database
I63.539,Cerebrovascular accident (disorder),230690007,Database
I63.22,Cerebrovascular accident (disorder),230690007,Database
I63.542,Cerebrovascular accident (disorder),230690007,Database
I63.519,Cerebrovascular accident (disorder),230690007,Database
I63.541,Cerebrovascular accident (disorder),230690007,Database
I63.521,Cerebrovascular accident (disorder),230690007,Database
I63.20,Cerebrovascular accident (disorder),230690007,Database
I60.9,Cerebrovascular accident (disorder),230690007,Database
I63.219,Cerebrovascular accident (disorder),230690007,Database
I63.213,Cerebrovascular accident (disorder),230690007,Database
I63.543,Cerebrovascular accident (disorder),230690007,Database
I63.533,Cerebrovascular accident (disorder),230690007,Database
I97.811,Cerebrovascular accident (disorder),230690007,Database
I69.393,Cerebrovascular accident (disorder),230690007,Database
I69.398,R20.9,Cerebrovascular accident (disorder),230690007,Database
I63.531,Cerebrovascular accident (disorder),230690007,Database
I63.513,Cerebrovascular accident (disorder),230690007,Database
I63.523,Cerebrovascular accident (disorder),230690007,Database
I63.29,Cerebrovascular accident (disorder),230690007,Database
I63.89,Cerebrovascular accident (disorder),230690007,Database
I63.59,Cerebrovascular accident (disorder),230690007,Database
Z78.9,Cerebrovascular accident (disorder),230690007,Database
H92.02,G89.29,Chronic pain (finding),82423001,Database
R10.30,G89.29,Chronic pain (finding),82423001,Database
G89.29,Chronic pain (finding),82423001,Database
M25.569,G89.29,Chronic pain (finding),82423001,Database
M25.529,G89.29,Chronic pain (finding),82423001,Database
M25.519,G89.29,Chronic pain (finding),82423001,Database
M79.606,G89.29,Chronic pain (finding),82423001,Database
R10.32,G89.29,Chronic pain (finding),82423001,Database
R10.11,G89.29,Chronic pain (finding),82423001,Database
R10.31,G89.29,Chronic pain (finding),82423001,Database
R51.9,G89.29,Chronic pain (finding),82423001,Database
R07.89,G89.29,Chronic pain (finding),82423001,Database
M79.673,G89.29,Chronic pain (finding),82423001,Database
H92.09,G89.29,Chronic pain (finding),82423001,Database
M79.676,G89.29,Chronic pain (finding),82423001,Database
H92.01,G89.29,Chronic pain (finding),82423001,Database
M79.605,G89.29,Chronic pain (finding),82423001,Database
M79.604,M79.605,G89.29,Chronic pain (finding),82423001,Database
M25.539,G89.29,Chronic pain (finding),82423001,Database
M25.559,G89.29,Chronic pain (finding),82423001,Database
M79.603,G89.29,Chronic pain (finding),82423001,Database
M54.10,G89.29,Chronic pain (finding),82423001,Database
M53.3,G89.29,Chronic pain (finding),82423001,Database
G89.29,F54,Chronic pain (finding),82423001,Database
R07.9,G89.29,Chronic pain (finding),82423001,Database
S39.012A,Chronic pain (finding),82423001,Database
H92.03,G89.29,Chronic pain (finding),82423001,Database
R07.9,G89.29,Z91.89,Chronic pain (finding),82423001,Database
M25.551,G89.29,Chronic pain (finding),82423001,Database
M79.672,G89.29,Chronic pain (finding),82423001,Database
M25.531,M25.532,G89.29,Chronic pain (finding),82423001,Database
M79.644,G89.29,M79.645,Chronic pain (finding),82423001,Database
K62.89,G89.29,Chronic pain (finding),82423001,Database
R10.9,G89.29,Chronic pain (finding),82423001,Database
M25.569,Chronic pain (finding),82423001,Database
M54.2,M54.9,G89.29,Chronic pain (finding),82423001,Database
G89.3,Chronic pain (finding),82423001,Database
M79.646,G89.29,Chronic pain (finding),82423001,Database
M25.551,G89.29,M25.561,M25.552,M25.562,Chronic pain (finding),82423001,Database
M25.562,G89.29,Chronic pain (finding),82423001,Database
M25.561,G89.29,Chronic pain (finding),82423001,Database
M25.562,Chronic pain (finding),82423001,Database
M25.50,G89.29,Chronic pain (finding),82423001,Database
M25.561,Chronic pain (finding),82423001,Database
M25.551,M25.552,G89.29,Chronic pain (finding),82423001,Database
M25.552,G89.29,Chronic pain (finding),82423001,Database
R10.12,G89.29,Chronic pain (finding),82423001,Database
R10.2,G89.29,Chronic pain (finding),82423001,Database
S39.012S,Chronic pain (finding),82423001,Database
M79.643,G89.29,Chronic pain (finding),82423001,Database
M25.511,G89.29,M25.512,Chronic pain (finding),82423001,Database
R07.0,G89.29,Chronic pain (finding),82423001,Database
M54.16,G89.29,Chronic pain (finding),82423001,Database
N50.819,G89.29,Chronic pain (finding),82423001,Database
R68.84,G89.29,Chronic pain (finding),82423001,Database
K08.9,G89.29,Chronic pain (finding),82423001,Database
R10.13,G89.29,Chronic pain (finding),82423001,Database
R10.84,G89.29,Chronic pain (finding),82423001,Database
M79.18,G89.29,Chronic pain (finding),82423001,Database
G89.29,G47.01,Chronic pain (finding),82423001,Database
R52,G89.29,Chronic pain (finding),82423001,Database
M25.561,M25.562,G89.29,Chronic pain (finding),82423001,Database
G89.4,Chronic pain (finding),82423001,Database
M25.561,G89.29,M25.562,Chronic pain (finding),82423001,Database
S39.012D,Chronic pain (finding),82423001,Database
G89.29,F19.20,Chronic pain (finding),82423001,Database
M79.604,G89.29,Chronic pain (finding),82423001,Database
T50.901A,Drug overdose (disorder),55680006,Database
T50.903A,Drug overdose (disorder),55680006,Database
T50.904S,Drug overdose (disorder),55680006,Database
T50.904A,Drug overdose (disorder),55680006,Database
T50.912D,Drug overdose (disorder),55680006,Database
