icd10_code,description,snomed_concept_id,snomed_concept_name
R41.89,Other symptoms and signs involving cognitive functions and awareness,230690007,Cerebrovascular accident (disorder)
I69.319,Unspecified symptoms and signs involving cognitive functions following cerebral infarction,230690007,Cerebrovascular accident (disorder)
I63.9,"Cerebral infarction, unspecified",230690007,Cerebrovascular accident (disorder)
R26.9,Unspecified abnormalities of gait and mobility,230690007,Cerebrovascular accident (disorder)
I63.9,"Cerebral infarction, unspecified",230690007,Cerebrovascular accident (disorder)
R47.01,Aphasia,230690007,Cerebrovascular accident (disorder)
I97.810,Intraoperative cerebrovascular infarction during cardiac surgery,230690007,Cerebrovascular accident (disorder)
I69.30,Unspecified sequelae of cerebral infarction,230690007,Cerebrovascular accident (disorder)
I61.9,"Nontraumatic intracerebral hemorrhage, unspecified",230690007,Cerebrovascular accident (disorder)
I63.549,Cerebral infarction due to unspecified occlusion or stenosis of unspecified cerebellar artery,230690007,Cerebrovascular accident (disorder)
I63.9,"Cerebral infarction, unspecified",230690007,Cerebrovascular accident (disorder)
G81.90,"Hemiplegia, unspecified affecting unspecified side",230690007,Cerebrovascular accident (disorder)
I63.50,Cerebral infarction due to unspecified occlusion or stenosis of unspecified cerebral artery,230690007,Cerebrovascular accident (disorder)
I69.322,Dysarthria following cerebral infarction,230690007,Cerebrovascular accident (disorder)
I69.320,Aphasia following cerebral infarction,230690007,Cerebrovascular accident (disorder)
I69.321,Dysphasia following cerebral infarction,230690007,Cerebrovascular accident (disorder)
I69.359,Hemiplegia and hemiparesis following cerebral infarction affecting unspecified side,230690007,Cerebrovascular accident (disorder)
I69.392,Facial weakness following cerebral infarction,230690007,Cerebrovascular accident (disorder)
I69.398,Other sequelae of cerebral infarction,230690007,Cerebrovascular accident (disorder)
H53.469,"Homonymous bilateral field defects, unspecified side",230690007,Cerebrovascular accident (disorder)
I69.398,Other sequelae of cerebral infarction,230690007,Cerebrovascular accident (disorder)
H53.9,Unspecified visual disturbance,230690007,Cerebrovascular accident (disorder)
I69.339,Monoplegia of upper limb following cerebral infarction affecting unspecified side,230690007,Cerebrovascular accident (disorder)
I69.349,Monoplegia of lower limb following cerebral infarction affecting unspecified side,230690007,Cerebrovascular accident (disorder)
I63.529,Cerebral infarction due to unspecified occlusion or stenosis of unspecified anterior cerebral artery,230690007,Cerebrovascular accident (disorder)
I69.391,Dysphagia following cerebral infarction,230690007,Cerebrovascular accident (disorder)
Z86.73,"Personal history of transient ischemic attack (TIA), and cerebral infarction without residual deficits",230690007,Cerebrovascular accident (disorder)
I60.7,Nontraumatic subarachnoid hemorrhage from unspecified intracranial artery,230690007,Cerebrovascular accident (disorder)
I63.9,"Cerebral infarction, unspecified",230690007,Cerebrovascular accident (disorder)
D57.1,Sickle-cell disease without crisis,230690007,Cerebrovascular accident (disorder)
I63.511,Cerebral infarction due to unspecified occlusion or stenosis of right middle cerebral artery,230690007,Cerebrovascular accident (disorder)
I63.239,Cerebral infarction due to unspecified occlusion or stenosis of unspecified carotid artery,230690007,Cerebrovascular accident (disorder)
I63.522,Cerebral infarction due to unspecified occlusion or stenosis of left anterior cerebral artery,230690007,Cerebrovascular accident (disorder)
I63.532,Cerebral infarction due to unspecified occlusion or stenosis of left posterior cerebral artery,230690007,Cerebrovascular accident (disorder)
I63.512,Cerebral infarction due to unspecified occlusion or stenosis of left middle cerebral artery,230690007,Cerebrovascular accident (disorder)
I63.6,"Cerebral infarction due to cerebral venous thrombosis, nonpyogenic",230690007,Cerebrovascular accident (disorder)
I63.539,Cerebral infarction due to unspecified occlusion or stenosis of unspecified posterior cerebral artery,230690007,Cerebrovascular accident (disorder)
I63.22,Cerebral infarction due to unspecified occlusion or stenosis of basilar artery,230690007,Cerebrovascular accident (disorder)
I63.542,Cerebral infarction due to unspecified occlusion or stenosis of left cerebellar artery,230690007,Cerebrovascular accident (disorder)
I63.519,Cerebral infarction due to unspecified occlusion or stenosis of unspecified middle cerebral artery,230690007,Cerebrovascular accident (disorder)
I63.541,Cerebral infarction due to unspecified occlusion or stenosis of right cerebellar artery,230690007,Cerebrovascular accident (disorder)
I63.521,Cerebral infarction due to unspecified occlusion or stenosis of right anterior cerebral artery,230690007,Cerebrovascular accident (disorder)
I63.20,Cerebral infarction due to unspecified occlusion or stenosis of unspecified precerebral arteries,230690007,Cerebrovascular accident (disorder)
I60.9,"Nontraumatic subarachnoid hemorrhage, unspecified",230690007,Cerebrovascular accident (disorder)
I63.219,Cerebral infarction due to unspecified occlusion or stenosis of unspecified vertebral artery,230690007,Cerebrovascular accident (disorder)
I63.213,Cerebral infarction due to unspecified occlusion or stenosis of bilateral vertebral arteries,230690007,Cerebrovascular accident (disorder)
I63.543,Cerebral infarction due to unspecified occlusion or stenosis of bilateral cerebellar arteries,230690007,Cerebrovascular accident (disorder)
I63.533,Cerebral infarction due to unspecified occlusion or stenosis of bilateral posterior cerebral arteries,230690007,Cerebrovascular accident (disorder)
I97.811,Intraoperative cerebrovascular infarction during other surgery,230690007,Cerebrovascular accident (disorder)
I69.393,Ataxia following cerebral infarction,230690007,Cerebrovascular accident (disorder)
I69.398,Other sequelae of cerebral infarction,230690007,Cerebrovascular accident (disorder)
R20.9,Unspecified disturbances of skin sensation,230690007,Cerebrovascular accident (disorder)
I63.531,Cerebral infarction due to unspecified occlusion or stenosis of right posterior cerebral artery,230690007,Cerebrovascular accident (disorder)
I63.513,Cerebral infarction due to unspecified occlusion or stenosis of bilateral middle cerebral arteries,230690007,Cerebrovascular accident (disorder)
I63.523,Cerebral infarction due to unspecified occlusion or stenosis of bilateral anterior cerebral arteries,230690007,Cerebrovascular accident (disorder)
I63.29,Cerebral infarction due to unspecified occlusion or stenosis of other precerebral arteries,230690007,Cerebrovascular accident (disorder)
I63.89,Other cerebral infarction,230690007,Cerebrovascular accident (disorder)
I63.59,Cerebral infarction due to unspecified occlusion or stenosis of other cerebral artery,230690007,Cerebrovascular accident (disorder)
Z78.9,Other specified health status,230690007,Cerebrovascular accident (disorder)
H92.02,"Otalgia, left ear",82423001,Chronic pain (finding)
G89.29,Other chronic pain,82423001,Chronic pain (finding)
R10.30,"Lower abdominal pain, unspecified",82423001,Chronic pain (finding)
G89.29,Other chronic pain,82423001,Chronic pain (finding)
G89.29,Other chronic pain,82423001,Chronic pain (finding)
M25.569,Pain in unspecified knee,82423001,Chronic pain (finding)
G89.29,Other chronic pain,82423001,Chronic pain (finding)
M25.529,Pain in unspecified elbow,82423001,Chronic pain (finding)
G89.29,Other chronic pain,82423001,Chronic pain (finding)
M25.519,Pain in unspecified shoulder,82423001,Chronic pain (finding)
G89.29,Other chronic pain,82423001,Chronic pain (finding)
M79.606,"Pain in leg, unspecified",82423001,Chronic pain (finding)
G89.29,Other chronic pain,82423001,Chronic pain (finding)
R10.32,Left lower quadrant pain,82423001,Chronic pain (finding)
G89.29,Other chronic pain,82423001,Chronic pain (finding)
R10.11,Right upper quadrant pain,82423001,Chronic pain (finding)
G89.29,Other chronic pain,82423001,Chronic pain (finding)
R10.31,Right lower quadrant pain,82423001,Chronic pain (finding)
G89.29,Other chronic pain,82423001,Chronic pain (finding)
R51.9,"Headache, unspecified",82423001,Chronic pain (finding)
G89.29,Other chronic pain,82423001,Chronic pain (finding)
R07.89,Other chest pain,82423001,Chronic pain (finding)
G89.29,Other chronic pain,82423001,Chronic pain (finding)
M79.673,Pain in unspecified foot,82423001,Chronic pain (finding)
G89.29,Other chronic pain,82423001,Chronic pain (finding)
H92.09,"Otalgia, unspecified ear",82423001,Chronic pain (finding)
G89.29,Other chronic pain,82423001,Chronic pain (finding)
M79.676,Pain in unspecified toe(s),82423001,Chronic pain (finding)
G89.29,Other chronic pain,82423001,Chronic pain (finding)
H92.01,"Otalgia, right ear",82423001,Chronic pain (finding)
G89.29,Other chronic pain,82423001,Chronic pain (finding)
M79.605,Pain in left leg,82423001,Chronic pain (finding)
G89.29,Other chronic pain,82423001,Chronic pain (finding)
M79.604,Pain in right leg,82423001,Chronic pain (finding)
M79.605,Pain in left leg,82423001,Chronic pain (finding)
G89.29,Other chronic pain,82423001,Chronic pain (finding)
M25.539,Pain in unspecified wrist,82423001,Chronic pain (finding)
G89.29,Other chronic pain,82423001,Chronic pain (finding)
M25.559,Pain in unspecified hip,82423001,Chronic pain (finding)
G89.29,Other chronic pain,82423001,Chronic pain (finding)
M79.603,"Pain in arm, unspecified",82423001,Chronic pain (finding)
G89.29,Other chronic pain,82423001,Chronic pain (finding)
M54.10,"Radiculopathy, site unspecified",82423001,Chronic pain (finding)
G89.29,Other chronic pain,82423001,Chronic pain (finding)
M53.3,"Sacrococcygeal disorders, not elsewhere classified",82423001,Chronic pain (finding)
G89.29,Other chronic pain,82423001,Chronic pain (finding)
G89.29,Other chronic pain,82423001,Chronic pain (finding)
F54,Psychological and behavioral factors associated with disorders or diseases classified elsewhere,82423001,Chronic pain (finding)
R07.9,"Chest pain, unspecified",82423001,Chronic pain (finding)
G89.29,Other chronic pain,82423001,Chronic pain (finding)
H92.03,"Otalgia, bilateral",82423001,Chronic pain (finding)
G89.29,Other chronic pain,82423001,Chronic pain (finding)
R07.9,"Chest pain, unspecified",82423001,Chronic pain (finding)
G89.29,Other chronic pain,82423001,Chronic pain (finding)
Z91.89,"Other specified personal risk factors, not elsewhere classified",82423001,Chronic pain (finding)
M25.551,Pain in right hip,82423001,Chronic pain (finding)
G89.29,Other chronic pain,82423001,Chronic pain (finding)
M79.672,Pain in left foot,82423001,Chronic pain (finding)
G89.29,Other chronic pain,82423001,Chronic pain (finding)
M25.531,Pain in right wrist,82423001,Chronic pain (finding)
M25.532,Pain in left wrist,82423001,Chronic pain (finding)
G89.29,Other chronic pain,82423001,Chronic pain (finding)
M79.644,Pain in right finger(s),82423001,Chronic pain (finding)
G89.29,Other chronic pain,82423001,Chronic pain (finding)
M79.645,Pain in left finger(s),82423001,Chronic pain (finding)
K62.89,Other specified diseases of anus and rectum,82423001,Chronic pain (finding)
G89.29,Other chronic pain,82423001,Chronic pain (finding)
R10.9,Unspecified abdominal pain,82423001,Chronic pain (finding)
G89.29,Other chronic pain,82423001,Chronic pain (finding)
M25.569,Pain in unspecified knee,82423001,Chronic pain (finding)
M54.2,Cervicalgia,82423001,Chronic pain (finding)
M54.9,"Dorsalgia, unspecified",82423001,Chronic pain (finding)
G89.29,Other chronic pain,82423001,Chronic pain (finding)
G89.3,Neoplasm related pain (acute) (chronic),82423001,Chronic pain (finding)
M79.646,Pain in unspecified finger(s),82423001,Chronic pain (finding)
G89.29,Other chronic pain,82423001,Chronic pain (finding)
M25.551,Pain in right hip,82423001,Chronic pain (finding)
G89.29,Other chronic pain,82423001,Chronic pain (finding)
M25.561,Pain in right knee,82423001,Chronic pain (finding)
M25.552,Pain in left hip,82423001,Chronic pain (finding)
M25.562,Pain in left knee,82423001,Chronic pain (finding)
M25.562,Pain in left knee,82423001,Chronic pain (finding)
G89.29,Other chronic pain,82423001,Chronic pain (finding)
M25.561,Pain in right knee,82423001,Chronic pain (finding)
G89.29,Other chronic pain,82423001,Chronic pain (finding)
M25.562,Pain in left knee,82423001,Chronic pain (finding)
M25.50,Pain in unspecified joint,82423001,Chronic pain (finding)
G89.29,Other chronic pain,82423001,Chronic pain (finding)
M25.561,Pain in right knee,82423001,Chronic pain (finding)
M25.551,Pain in right hip,82423001,Chronic pain (finding)
M25.552,Pain in left hip,82423001,Chronic pain (finding)
G89.29,Other chronic pain,82423001,Chronic pain (finding)
M25.552,Pain in left hip,82423001,Chronic pain (finding)
G89.29,Other chronic pain,82423001,Chronic pain (finding)
R10.12,Left upper quadrant pain,82423001,Chronic pain (finding)
G89.29,Other chronic pain,82423001,Chronic pain (finding)
R10.2,Pelvic and perineal pain,82423001,Chronic pain (finding)
G89.29,Other chronic pain,82423001,Chronic pain (finding)
M79.643,Pain in unspecified hand,82423001,Chronic pain (finding)
G89.29,Other chronic pain,82423001,Chronic pain (finding)
M25.511,Pain in right shoulder,82423001,Chronic pain (finding)
G89.29,Other chronic pain,82423001,Chronic pain (finding)
M25.512,Pain in left shoulder,82423001,Chronic pain (finding)
R07.0,Pain in throat,82423001,Chronic pain (finding)
G89.29,Other chronic pain,82423001,Chronic pain (finding)
M54.16,"Radiculopathy, lumbar region",82423001,Chronic pain (finding)
G89.29,Other chronic pain,82423001,Chronic pain (finding)
N50.819,"Testicular pain, unspecified",82423001,Chronic pain (finding)
G89.29,Other chronic pain,82423001,Chronic pain (finding)
R68.84,Jaw pain,82423001,Chronic pain (finding)
G89.29,Other chronic pain,82423001,Chronic pain (finding)
K08.9,"Disorder of teeth and supporting structures, unspecified",82423001,Chronic pain (finding)
G89.29,Other chronic pain,82423001,Chronic pain (finding)
R10.13,Epigastric pain,82423001,Chronic pain (finding)
G89.29,Other chronic pain,82423001,Chronic pain (finding)
R10.84,Generalized abdominal pain,82423001,Chronic pain (finding)
G89.29,Other chronic pain,82423001,Chronic pain (finding)
M79.18,"Myalgia, other site",82423001,Chronic pain (finding)
G89.29,Other chronic pain,82423001,Chronic pain (finding)
G89.29,Other chronic pain,82423001,Chronic pain (finding)
G47.01,Insomnia due to medical condition,82423001,Chronic pain (finding)
R52,"Pain, unspecified",82423001,Chronic pain (finding)
G89.29,Other chronic pain,82423001,Chronic pain (finding)
M25.561,Pain in right knee,82423001,Chronic pain (finding)
M25.562,Pain in left knee,82423001,Chronic pain (finding)
G89.29,Other chronic pain,82423001,Chronic pain (finding)
G89.4,Chronic pain syndrome,82423001,Chronic pain (finding)
M25.561,Pain in right knee,82423001,Chronic pain (finding)
